serviceCode,serviceCodeCategoryID,serviceCodeCategory,serviceName,BusinessUnitCategory
_00MetMa10431,_00MetMa10431,Methyle Malonic Acid,biochemistry,
_00MUCSA10376,_00MUCSA10376,MUCOPOLY SACCHARIDOSIS(MPS) SCREENING FOR URINE,biochemistry,
_00MUCSA10377,_00MUCSA10377,MUCOPOLY SACCHARIDOSIS(MPS) TYPING(24HRS URINE),biochemistry,
_00NIC1041,_00NIC1041,NICOTINE,biochemistry,
_00NITAC1042,_00NITAC1042,NITRIC ACID,biochemistry,
_00NON1043,_00NON1043,NON - TRYPTILINE,biochemistry,
_00Nor10293,_00Nor10293,Nor - Metanephrines Urine 24 hours,biochemistry,
_00NOR10468,_00NOR10468,NOR METANEPHRINE FREE PLASMA,biochemistry,
_00OPI1044,_00OPI1044,OPIATES,biochemistry,
_00ORG1045,_00ORG1045,ORGANOCARBOMATE,biochemistry,
_00ORG1046,_00ORG1046,ORGANOPHOSPHORUS,biochemistry,
_00ORG1047,_00ORG1047,ORGONOCHLORIDE,biochemistry,
_00PARTH,_00PARTH,PARA THYROID HORMONE,biochemistry,
_00PARTH10408,_00PARTH10408,PARTIAL THROMBOPLASTIN TIME (APTT),biochemistry,
_00PHE10083,_00PHE10083,PHENOBARBITAL,biochemistry,
_00PHE1048,_00PHE1048,PHENOL,biochemistry,
_00PHE1049,_00PHE1049,PHENYCYCLIDINE,biochemistry,
_00PHE1050,_00PHE1050,PHENYTOIN,biochemistry,
_00PLEFL10358,_00PLEFL10358,PLEURAL FLUID FOR UREA,biochemistry,
_00POS10044,_00POS10044,POST DINNER PLASMA GLUCOSE,biochemistry,
_00PR10042,_00PR10042,PRE LUNCH PLASMA GLUCOSE,biochemistry,
_00PRE10043,_00PRE10043,PRE DINNER PLASMA GLUCOSE,biochemistry,
_00PRE10053,_00PRE10053,PREALBUMIN-SERUM,biochemistry,
_00PRO10055,_00PRO10055,PROGESTERONE-SERUM,biochemistry,
_00PROFO10086,_00PROFO10086,PROTEIN FOR PLEURAL FLUID,biochemistry,
_00PROFO10087,_00PROFO10087,PROTEIN FOR ASCETIC FLUID,biochemistry,
_00PROTI10407,_00PROTI10407,PROTHROMBIN TIME (PT),biochemistry,
_00PTHrP10106,_00PTHrP10106,PTH rP (RELATED PROTEIN),biochemistry,
_00PYR10140,_00PYR10140,PYRUVATE-PLASMA,biochemistry,
_00PYR10429,_00PYR10429,PYRIDOXINE  (Vit B6),biochemistry,
_00Rendi10295,_00Rendi10295,Renin direct Plasma,biochemistry,
_00SALS10173,_00SALS10173,SALICYLATES  SERUM,biochemistry,
_00SER10480,_00SER10480,SERUM CALCITONINE LEVEL,biochemistry,
_00SER10491,_00SER10491,SERUM VALPROIC ACID,biochemistry,
_00SERAL10244,_00SERAL10244,SERUM ALDOSTERONE,biochemistry,
_00SEREL854,_00SEREL854,SERUM ELECTROPHORISIS,biochemistry,
_00SERER10225,_00SERER10225,SERUM ERYTHROPOIETIN - (EPO),biochemistry,
_00SERGA10114,_00SERGA10114,SERUM GASTRIN,biochemistry,
_00SERLI10049,_00SERLI10049,SERUM LITHIUM,biochemistry,
_00SERMA10129,_00SERMA10129,SERUM MANGANESE,biochemistry,
_00SERPA10345,_00SERPA10345,SERUM PARACETAMOL LEVELS,biochemistry,
_00SERPO10220,_00SERPO10220,SERUM POTASSIUM,biochemistry,
_00SERPR10314,_00SERPR10314,SERUM PROTIEN ELECTROPHORESIS,biochemistry,
_00SOD10245,_00SOD10245,SODIUM - SERUM,biochemistry,
_00SOD10246,_00SOD10246,SODIUM - URINE (RANDOM),biochemistry,
_00Sod2410227,_00Sod2410227,Sodium 24 Hour Urine,biochemistry,
_00SULAC1051,_00SULAC1051,SULPHURIC ACID,biochemistry,
_00THE1052,_00THE1052,THEOPHYILLIN,biochemistry,
_00Thi10453,_00Thi10453,Thiopuritine S- Methyl Transferase,biochemistry,
_00THRLE10261,_00THRLE10261,THRIMINE LEVELS (VITAMIN B1),biochemistry,
_00TOU1053,_00TOU1053,TOULENE,biochemistry,
_00TOX10006,_00TOX10006,TOXICOLOGY-FLUID,biochemistry,
_00TOX1016,_00TOX1016,TOXICOLOGY - SERUM,biochemistry,
_00TOX1017,_00TOX1017,TOXICOLOGY - URINE,biochemistry,
_00TRAPO10109,_00TRAPO10109,TRANSTUBULAR POTASSIUM  GRADIENT,biochemistry,
_00TRICY1054,_00TRICY1054,TRI CYCLIC ANTI DEPRESSANT,biochemistry,
_00TRIGL10357,_00TRIGL10357,TRI GLYCERIDES-DRAIN FLUID,biochemistry,
_00TRIMA10375,_00TRIMA10375,TRIPLE MARKER (BHCG  AFP  UE3),biochemistry,
_00TROQU10354,_00TROQU10354,TROPONIN-I QUANTITATIVE,biochemistry,
_00URENI10104,_00URENI10104,UREA NITROGEN - SERUM,biochemistry,
_00UreNi10226,_00UreNi10226,Urea Nitrogen 24 Hour Urine,biochemistry,
_00Urfo10397,_00Urfo10397,"""Urine for Magnesium spot ""(Onl""Urine for Magnesium spot ""(Only in AGH)",biochemistry,
_00URI10466,_00URI10466,URINE SUGAR,biochemistry,
_00URI10467,_00URI10467,URINE SUGAR,biochemistry,
_00URI10483,_00URI10483,URIN CREATINE FOR 24 HRS,biochemistry,
_00URIAC,_00URIAC,URIC ACID-SYNOVIAL FLUID,biochemistry,
_00URIAC10391,_00URIAC10391,URIC ACID-MEDICAL CAMP FOR FREEMASONS,biochemistry,
_00URIEL10099,_00URIEL10099,URINE ELECTROPHORISIS,biochemistry,
_00URIFO10157,_00URIFO10157,URINE FOR VMA SPOT,biochemistry,
_00URIFO10239,_00URIFO10239,URINE FOR MICROALBUMINURIA ( QUALITATIVE ) 24 HOURS,biochemistry,
_00Urifo10369,_00Urifo10369,Urine for spot potassium,biochemistry,
_00URIFO10370,_00URIFO10370,URINE FOR 24HR 5 HYDROLIC INDROL ACETICACID,biochemistry,
_00URIHO10136,_00URIHO10136,URINARY HOMOGENTISIC ACID,biochemistry,
_00URIMA10130,_00URIMA10130,URINE MANGANESE,biochemistry,
_00URISP65215,_00URISP65215,URINE SPOT SODIUM,biochemistry,
"_00VITD,10240","_00VITD,10240","VITAMIN D,1,25-DIHYDROXY",biochemistry,
_00VITD0107,_00VITD0107,"VITAMIN D, 25-HYDROXY",biochemistry,
_00VITD3991,_00VITD3991,VITAMIN D3- SERUM,biochemistry,
_00ZIN1055,_00ZIN1055,ZINC,biochemistry,
_bioHEA10508,_bioHEA10508,HEAVY AND TRACE METALS PROFILE -I,biochemistry,
_bioINS10514,_bioINS10514,INSULIN LIKE GROWTH FACTOR (IGF),biochemistry,
_bioLAC10528,_bioLAC10528,LACTATE-CSF,biochemistry,
_bioSER10521,_bioSER10521,SERUM ASCITES ALBUMIN GRADIENT (SAAG),biochemistry,
_bioURO10524,_bioURO10524,UROFLOWMETRY,biochemistry,
_hema009,_hema009,B12 - SERUM,biochemistry,
_hema077,_hema077,D- DIMER,biochemistry,
_00ABOAN10395,_00ABOAN10395,ABO ANTIBODY TITER,blood,
_00AWRfo10371,_00AWRfo10371,AWR for NAT,blood,
_00BloCo10423,_00BloCo10423,Blood Collection monitor C/S,blood,
_00DeeRe10424,_00DeeRe10424,Deep Refrigerator 1 C/S,blood,
_00DeeRe10425,_00DeeRe10425,Deep Refrigerator 2 C/S,blood,
_00DonBe10421,_00DonBe10421,Donor Bed    C/S,blood,
_00DonCo10420,_00DonCo10420,Donor Cot C/S,blood,
_00FACVi10335,_00FACVi10335,FACTOR Viii (FRESH FROZEN PLASMA),blood,
_00FloC/10426,_00FloC/10426,Floor C/S,blood,
_00FREFR10307,_00FREFR10307,FRESH FROZEN PLASMA   WITH OUT REPLACEMENT WITH NAT,blood,
_00FREFR10308,_00FREFR10308,FRESH FROZEN PLASMA   WITH REPLACEMENT WITH NAT,blood,
_00I.V C10427,_00I.V C10427,I.V.stand  C/S,blood,
_00Lamai10422,_00Lamai10422,Laminar air flow C/S,blood,
_00PACCE10305,_00PACCE10305,PACKED CELLS WITH OUT REPLACEMENT WITH NAT,blood,
_00PACCE10306,_00PACCE10306,PACKED CELLS   WITH REPLACEMENT WITH NAT,blood,
_00RefC/10428,_00RefC/10428,Refrigerators C/S,blood,
_00SCR10476,_00SCR10476,SCREENING (OUTSIDE BLOOD),blood,
_00SCR10481,_00SCR10481,SCREENING FOR OUTSIDE TEST,blood,
_bld1,_bld1,BLOOD GROUPING AND RH TYPING,blood,
_bld10,_bld10,THERAPEUTIC PHLEBOTOMY,blood,
_bld11,_bld11,WHOLE BLOOD WITH REPLACEMENT - 1 UNIT,blood,
_bld12,_bld12,WHOLE BLOOD WITHOUT REPLACEMENT - 1 UNIT,blood,
_bld13,_bld13,FRESH FROZEN PLASMA WITH REPLACEMENT - 1 UNIT,blood,
_bld14,_bld14,FRESH FROZEN PLASMA WITHOUT REPLACEMENT - 1 UNIT,blood,
_bld15,_bld15,PACKED RED BLOOD CELLS WITH REPLACEMENT - 1 UNIT,blood,
_bld16,_bld16,PACKED RED BLOOD CELLS WITHOUT REPLACEMENT - 1 UNIT,blood,
_bld17,_bld17,RANDOM PLATELETS WITH REPLACEMENT - 1 UNIT,blood,
_bld18,_bld18,RANDOM PLATELETS WITHOUT REPLACEMENT - 1 UNIT,blood,
_bld19,_bld19,CRYOPRECIPITATE WITH REPLACEMENT - 1 UNIT,blood,
_bld2,_bld2,DU ANTIGEN TEST,blood,
_bld20,_bld20,CRYOPRECIPITATE WITHOUT REPLACEMENT - 1 UNIT,blood,
_bld21,_bld21,DONOR SCREENING FOR APHERESIS,blood,
_bld22,_bld22,PLATELET CONCENTRATE BY APHERESIS - 1 UNIT,blood,
_bld23,_bld23,PLASMA PHERESIS,blood,
_bld24,_bld24,PACKED RBC FOR THALASSEMIC PATIENTS - 1 UNIT,blood,
_bld25,_bld25,PACKED RED BLOOD CELLS < 50 ML,blood,
_bld26,_bld26,WHOLE BLOOD < 50 ML,blood,
_bld27,_bld27,TRANSFER BAG CHARGES,blood,
_bld28,_bld28,LEUCOREDUCTION OF PACKED CELLS,blood,
_bld29,_bld29,LEUCOREDUCTION OF PLATELETS,blood,
_bld3,_bld3,CROSS MATCHING,blood,
_bld30,_bld30,ALLO ANTIBODIES,blood,
_bld31,_bld31,DONATH LANDSTEINER TEST,blood,
_bld32,_bld32,INVESTIGATION OF TRANSFUSION REACTION,blood,
_bld33,_bld33,CMV IgM FOR BLOOD DONOR,blood,
_bld34,_bld34,BLOOD DONOR SCREENING,blood,
_bld35,_bld35,FRESH FROZEN PLASMA ( FFP ) - 50ml,blood,
_bld36,_bld36,SINGLE USE OF STERILE CONNECTING DEVICE,blood,
_bld37,_bld37,GRANULOCYTE CONCENTRATE BY APHERESIS ( 1 Unit ),blood,
_bld38,_bld38,CRYOPOOR PLASMA 1 UNIT,blood,
_bld4,_bld4,DIRECT COOMB TEST,blood,
_bld5,_bld5,INDIRECT COOMBS TEST,blood,
_bld6,_bld6,RH ANTIBODY TITRE,blood,
_bld7,_bld7,COLD ANTIBODIES,blood,
_bld8,_bld8,WARM ANTIBODIES,blood,
_bld9,_bld9,AUTOLOGOUS TRANSFUSION - 1 UNIT,blood,
_00LEU10495,_00LEU10495,LEUKOCYTES,clinicalpathology,
_00URIAL10060,_00URIAL10060,URINE ALBUMIN,clinicalpathology,
_hema048,_hema048,STOOL FOR FAT GLOBULES,clinicalpathology,
_hema049,_hema049,STOOL FOR REDUCING SUBSTANCES,clinicalpathology,
_hema050,_hema050,STOOL OCCULT BLOOD,clinicalpathology,
_hema051,_hema051,STOOL ROUTINE ANALYSIS,clinicalpathology,
_hema053,_hema053,SYNOVIAL FLUID FOR CRYSTALS,clinicalpathology,
_hema055,_hema055,URINARY MYOGLOBIN,clinicalpathology,
_hema057,_hema057,URINE FOR ALBUMIN & SUGAR,clinicalpathology,
_hema058,_hema058,URINE FOR CHYLURIA,clinicalpathology,
_hema059,_hema059,URINE FOR DYSMORPHIC RBCs,clinicalpathology,
_hema060,_hema060,URINE FOR FAT GLOBULES,clinicalpathology,
_hema061,_hema061,URINE HAEMOGLOBIN,clinicalpathology,
_hema062,_hema062,URINE FOR HAEMOSIDERIN,clinicalpathology,
_hema063,_hema063,URINE FOR KETONE BODIES,clinicalpathology,
_hema064,_hema064,URINE FOR METACHROMATIC GRANULES,clinicalpathology,
_hema066,_hema066,URINE FOR PORPHYRIN,clinicalpathology,
_hema067,_hema067,URINE FOR BILIRUBIN,clinicalpathology,
_hema068,_hema068,URINE ROUTINE ANALYSIS ( CUE ),clinicalpathology,
_hemas04656,_hemas04656,SEMEN ANALYSIS,clinicalpathology,
_00ABSLY879,_00ABSLY879,ABSOLUTE LYMPHOCYTE COUNT,hematology,
_00acu10459,_00acu10459,acute lukemia panel,hematology,
_00ASCFL758,_00ASCFL758,ASCITIC FLUID (TC & DC),hematology,
_00bio982,_00bio982,SPUTAM MICROSCOPY FOR EOSINOPHILS,hematology,
_00Blo10475,_00Blo10475,Blood Sample Collection,hematology,
_00BONMA10385,_00BONMA10385,BONE MARROW PROCEDURE ASPIRATION AND REPORTING,hematology,
_00BONMA10386,_00BONMA10386,BONE MARROW PROCEDURE ASPIRATION BIOPSY AND REPORTING,hematology,
_00CAPFL753,_00CAPFL753,CAPD FLUID (TC & DC),hematology,
_00CD5AN10118,_00CD5AN10118,CD55 AND CD59 PNH MARKERS,hematology,
_00CERFL757,_00CERFL757,CEREBROSPINAL FLUID (TC & DC),hematology,
_00CSFFL858,_00CSFFL858,CSF FLUID(TC &DC),hematology,
_00CYTCH10090,_00CYTCH10090,CYTO CHEMICAL STAIN-PAS,hematology,
_00CYTCH10091,_00CYTCH10091,CYTO CHEMICAL STAIN-LEUKOCYTE ACID PHOSPHOTASE  STAIN,hematology,
_00CYTCH10092,_00CYTCH10092,CYTO CHEMICAL STAIN-STAIN MYELO PEROXIDASE STAIN,hematology,
_00Cytch10285,_00Cytch10285,Cyto chemical Stain - Alpha Naphthyl Accetate Esterse,hematology,
_00FAC10097,_00FAC10097,FACTOR - VIII SCREENING,hematology,
_00FAC10098,_00FAC10098,FACTOR - IX SCREENING,hematology,
_00FAC10231,_00FAC10231,FACTOR - V LEIDEN,hematology,
_00FAC10472,_00FAC10472,FACTOR -13,hematology,
_00FAC810326,_00FAC810326,FACTOR 8 ASSAY,hematology,
_00FAC9 10327,_00FAC9 10327,FACTOR 9 ASSAY,hematology,
_00IMM10322,_00IMM10322,IMMUNOPHENOTYPING,hematology,
_00Ker10470,_00Ker10470,BONE MARROW FOR KARYOTYPING,hematology,
_00LEUAL10102,_00LEUAL10102,LEUKOCYTE ALKALINE - PHOSPHATASE STAIN,hematology,
_00MALPA,_00MALPA,SMEAR FOR MALARIAL PARASITE,hematology,
_00METHA10094,_00METHA10094,METH HAEMOGLOBIN,hematology,
_00MITHA10320,_00MITHA10320,MITH HAEMOGLOBIN,hematology,
_00PERFL65536,_00PERFL65536,PERITONEAL FLUID (TC &DC,hematology,
_00PERFL755,_00PERFL755,PERIITONEAL FLUID (TC & DC),hematology,
_00PERIFL758,_00PERIFL758,PERICARDIAL FLUID (TC & DC),hematology,
_00pers,_00pers,PERIPHEARAL SMEAR FOR SCHISTOCYTES,hematology,
_00PHLE10156,_00PHLE10156,PH LEVELS,hematology,
_00PLA10455,_00PLA10455,PLATELET AGGREGATION,hematology,
_00PLEFL754,_00PLEFL754,PLEURAL FLUID (TC & DC),hematology,
_00SMEFO10168,_00SMEFO10168,SMEAR FOR  M.P WITH PARASITIC INDEX,hematology,
_00SYNFL756,_00SYNFL756,SYNOVIAL FLUID (TC & DC),hematology,
_00Uri10473,_00Uri10473,Urine noctural haemoglonuria test,hematology,
_00Uri10479,_00Uri10479,Urine For Eosinophils,hematology,
_00URIFO10031,_00URIFO10031,URINE FOR PORPHOBILINOGEN,hematology,
_00Urifo10154,_00Urifo10154,Urine for Dysmorphic RBC/Phase Controst Microscopy,hematology,
_00URIHE10119,_00URIHE10119,URINARY HEMOSIDERIN DETECTION,hematology,
_hema001,_hema001,ABSOLUTE EOSINOPHIL COUNT,hematology,
_hema002,_hema002,ABSOLUTE NEUTROPHIL COUNT,hematology,
_hema003,_hema003,BLEEDING TIME,hematology,
_hema004,_hema004,BODY FLUID CELL COUNT ( TOTAL & DIFFERENTIAL ),hematology,
_hema010,_hema010,CLOTTING TIME ( C T ),hematology,
_hema011,_hema011,COMPLETE BLOOD  PICTURE( COMPLETE BLOOD COUNT & PERIPHERAL SMEAR ),hematology,
_hema012,_hema012,COMPLETE BLOOD PICTURE WITH ESR,hematology,
_hema013,_hema013,CRYOGLOBULIN - PLASMA,hematology,
_hema014,_hema014,CRYOGLOBULIN - SERUM,hematology,
_hema015,_hema015,CYTO CHEMICAL STAIN - Leukocyte acid phosphatase stain,hematology,
_hema016,_hema016,CYTO CHEMICAL STAIN - Leukocyte alkaline phosphatase stain,hematology,
_hema017,_hema017,CYTO CHEMICAL STAIN - Myelo peroxidase stain,hematology,
_hema018,_hema018,CYTOCHEMICAL STAIN - PUS,hematology,
_hema019,_hema019,ERYTHROCYTE SEDIMENTATION RATE ( ESR ),hematology,
_hema020,_hema020,FETAL HAEMOGLOBIN ESTIMATION,hematology,
_hema023,_hema023,G-6 PD ENZYME ASSAY - BLOOD,hematology,
_hema024,_hema024,G6 PD DEFICIENCY SCREENING TEST,hematology,
_hema025,_hema025,HAEMOGLOBIN ESTIMATION,hematology,
_hema026,_hema026,HAEMOGRAM ( COMPLETE BLOOD PICTURE ),hematology,
_hema027,_hema027,HAM'S ACIDIFIED SERUM TEST,hematology,
_hema029,_hema029,LE CELL TEST,hematology,
_hema030,_hema030,LUPUS INHIBITORS / LUPUS - LIKE ANTICOAGULANT - PLASMA,hematology,
_hema031,_hema031,MALARIAL PARASITE - DETECTION ON PERIPHERAL SMEAR,hematology,
_hema032,_hema032,MALARIAL PARASITE - RAPID DIAGNOSIS & SMEAR EXAMINATION,hematology,
_hema033,_hema033,MICROFILARIA - DETECTION ON PERIPHERAL SMEAR,hematology,
_hema034,_hema034,MICROFILARIA - DETECTION ON PERIPHERAL FLUID,hematology,
_hema035,_hema035,NASAL SMEAR FOR EOSINOPHILS,hematology,
_hema036,_hema036,OSMOTIC FRAGILITY/RED CELL FRAGILITY,hematology,
_hema037,_hema037,PACKED CELL VOLUME ( HAEMATOCRIT ),hematology,
_hema039,_hema039,PERIPHERAL SMEAR EXAMINATION,hematology,
_hema040,_hema040,PLATELET COUNT,hematology,
_hema041,_hema041,PLASMA HAEMOGLOBIN,hematology,
_hema043,_hema043,RBC COUNT & RED CELL INDICES,hematology,
_hema044,_hema044,RETICULOCYTE COUNT,hematology,
_hema047,_hema047,SICKLING TEST,hematology,
_hema052,_hema052,SUCROSE LYSIS TEST,hematology,
_hema054,_hema054,THROMBIN TIME,hematology,
_hema06912,_hema06912,WBC COUNT( TOTAL & DIFFERENTIAL ),hematology,
_hema070,_hema070,PARASITE -V & F,hematology,
_hema071,_hema071,"PNH SCREENING ( HEM'S TEST,  URINE HAEMOSIDERIN,  (SUCROSELYSIS TEST )",hematology,
_hema072,_hema072,HPLC - for HB Variants,hematology,
_hema073,_hema073,PROTEIN C Assay,hematology,
_hema074,_hema074,PROTEIN S Assay,hematology,
_hema075,_hema075,MIXING EXPERIMENTS - Coagulation,hematology,
_hema076,_hema076,LEUKEMIA PANEL,hematology,
_hemROW10527,_hemROW10527,RDW-CV,hematology,
_00Aut10452,_00Aut10452, Autologous Chondrocyte Regeneration,histopatho,
_00BLORE10124,_00BLORE10124,BLOCK REQUEST BY PATIENT,histopatho,
_00BON10478,_00BON10478,BONE MARROW PROCEDURE ASPIRATION BIOPSY AND REPORTING,histopatho,
_00BRUCY10328,_00BRUCY10328,BRUSH CYTOLOGY,histopatho,
_00EME10259,_00EME10259,E.M (Electron Microscopy) Renal biopsy,histopatho,
_00EXTSL10123,_00EXTSL10123,EXTRA SLIDE REQUEST BY PATIENT,histopatho,
_00IFKO10365,_00IFKO10365,IF KOPPA & LAMBDA,histopatho,
_00LIGMI10056,_00LIGMI10056,RENAL BIOPSY FOR LIGHT MICROSCOPIC & IMMUNOFLORESCENCE (GANDHI HOSPITAL),histopatho,
_00LYMPA10344,_00LYMPA10344,LYMPHOMA PANEL,histopatho,
_00RENBI041,_00RENBI041,RENAL BIOPSY FOR LM & IF(YASHODA HOSPITAL),histopatho,
_00RENBI10027,_00RENBI10027,RENAL BIOPSY FOR LIGHT MICROSCOPY  &  IMMUNOFLORESCENCE ( S.V.R HANUMAKONDA),histopatho,
_00RENBI10317,_00RENBI10317,RENAL BIOPSY (M.V.SATYANARANA-VIJAYAWADA),histopatho,
_00RENBI10433,_00RENBI10433,RENAL BIOPSY (ZENITH),histopatho,
_00RENBI1061,_00RENBI1061,RENAL BIOPSY FOR LM & IF(BHIMAVARAM HOSPITAL),histopatho,
_00RenBi876,_00RenBi876,(Only For Hyd Kidney Center) Renal Biopsy(light microscopy & immunoflorescence),histopatho,
_00RENGR10319,_00RENGR10319,RENAL GRAFT BIOPSY(LIGHT MICROSCOPIC+C4d),histopatho,
_00SLI10084,_00SLI10084,SLIDES / BLOCKS FOR OPINION,histopatho,
_00SLIRE10162,_00SLIRE10162,SLIDE REQUEST BY PATIENT,histopatho,
_00SQUIM10075,_00SQUIM10075,SQUASH IMPRINTS,histopatho,
_00TzaSm10296,_00TzaSm10296,Tzanck Smear,histopatho,
_00UriFo10167,_00UriFo10167,Urine For Bile Pigment and Bile salt,histopatho,
_hisSKI10519,_hisSKI10519,SKIN BIOPSY LM & IF,histopatho,
_path119,_path119,FINE NEEDLE ASPIRATION ( FNAC ),histopatho,
_patho1,_patho1,BIOPSY FOR HISTOPATHOLOGY -  1 BLOCK,histopatho,
_patho11,_patho11,FNAC PROCEDURE + EVALUATION,histopatho,
_patho12,_patho12,FNAC + CELL BLOCK,histopatho,
_patho13,_patho13,FROZEN SECTION WITH PARAFFIN FOLLOW UP,histopatho,
_patho14,_patho14,HISTOCHEMISTRY ( PER STAIN ),histopatho,
_patho15,_patho15,IMMUNOHISTOCHEMISTRY ( ONE MARKER + H & E ),histopatho,
_patho16,_patho16,IMMUNOHISTOCHEMISTRY ( PER  MARKER ),histopatho,
_patho17,_patho17,IMMUNOHISTOCHEMISTRY C - ERB B - 2 ONCOPROTEIN,histopatho,
_patho18,_patho18,LIVER BIOPSY - 3 STAINS,histopatho,
_patho19,_patho19,LIVER BIOPSY - 5 STAINS,histopatho,
_patho2,_patho2,BIOPSY FOR HISTOPATHOLOGY -  2 - 5 BLOCKS,histopatho,
_patho20,_patho20,RENAL BIOPSY ( LIGHT MICROSCOPY ONLY - 3 STAINS ),histopatho,
_patho21,_patho21,RENAL BIOPSY ( LIGHT MICROSCOPY +  IMMUNOFLUORESCENCE ),histopatho,
_patho24,_patho24,SLIDE MAKING ( BLOCKS  1 - 2 ),histopatho,
_patho25,_patho25,SLIDE MAKING  ( BLOCKS  3 - 5 ),histopatho,
_patho26,_patho26,PCT ( POST COITAL TEST ),histopatho,
_patho27,_patho27,IHC TYPE - I ( Immuno Histo Chemistry ),histopatho,
_patho28,_patho28,IHC TYPE - II ( Immuno Histo Chemistry ),histopatho,
_patho3,_patho3,BIOPSY FOR HISTOPATHOLOGY -  6 - 15  BLOCKS,histopatho,
_patho4,_patho4,BIOPSY FOR HISTOPATHOLOGY -  16 - 20 BLOCKS,histopatho,
_patho5,_patho5,BIOPSY FOR HISTOPATHOLOGY -  MORE THAN 20 BLOCKS,histopatho,
_patho6,_patho6,CERVICAL SMEAR - PAP SMEAR,histopatho,
_patho7,_patho7,DIGITAL IMAGING MICROPHOTOGRAPHY,histopatho,
_patho8,_patho8,ESTROGEN - PROGESTERONE - RECEPTORS,histopatho,
_patho9,_patho9,FLUID / SMEAR FOR CYTOLOGIC EVALUATION,histopatho,
_00ALLPR10363,_00ALLPR10363,ALLERGIC PROFILE FOOD INDIA,HLA,
_00ALLPR10364,_00ALLPR10364,ALLERGIC PROFILE INHALATION,HLA,
_00Bon10485,_00Bon10485,Bone marrow Mesenchymal Stem Cell (BMMSC) Isolation,HLA,
_00DONSP10325,_00DONSP10325,DONAR SPECIFIC ANTIBODY  TEST,HLA,
_hla1,_hla1,ANCA ( C - ANCA + P - ANCA ) BY IFA,HLA,
_hla10,_hla10,ANA - ANTI NUCLEAR ANTIBODIES  (QUANTITATIVE / WITH TITERS ) BY IFA,HLA,
_hla1012,_hla1012,CIRCULATING IMMUNO COMPLEX(CIC),HLA,
_hla11,_hla11,ASMA - ANTI SMOOTH MUSCLE ANTIBODIES,HLA,
_hla12,_hla12,ASMA - ANTI SMOOTH MUSCLE ANTIBODIES ( QUANTITATIVE / WITH TITERS ) BY IFA,HLA,
_hla13,_hla13,C - ANCA BY IFA,HLA,
_hla14,_hla14,"LIVER PROFILE ( SLA / LP,  LKM - 1,  LC - 1,  AMA M2 ) BY IMMUNO BLOT",HLA,
_hla15,_hla15,P - ANCA BY IFA,HLA,
_hla16,_hla16,P - ANCA ( ANTI MYELOPEROXIDASE {MPO} ) BY ELISA,HLA,
_hla17,_hla17,HLA A - B - C ( CLASS I ) BY PCR - SSP,HLA,
_hla18,_hla18,HLA A - B - DR ( CLASS I + CLASS II ) BY PCR - SSP,HLA,
_hla19,_hla19,HLA A - B - C + HLA DR - DQ ( Class l + Class ll package ) BY PCR - SSP,HLA,
_hla2,_hla2,ANTI - CARDIOLIPIN ( lg G - A - M SCREENING ) BY ELISA,HLA,
_hla20,_hla20,HLA B - 27 BY  FLOW CYTOMETER,HLA,
_hla21,_hla21,HLA DR - DQ ( Class ll ) BY PCR - SSP,HLA,
_hla22,_hla22,PANEL REACTIVE ANTIBODY ( CLASS I ) IgG ANTIBODIES TO CLASS I HLA    BY ELISA,HLA,
_hla23,_hla23,PANEL REACTIVE ANTIBODY ( CLASS II ) IgG ANTIBODIES TO CLASS II HLA  BY ELISA,HLA,
_hla24,_hla24,HLA - C,HLA,
_hla25,_hla25,HLA - DQ,HLA,
_hla26,_hla26,HLA - C - DQ,HLA,
_hla27,_hla27,ANA + ASMA + AMA by  IFA  WITHOUT TITERS  PACKAGE,HLA,
_hla28,_hla28,LYMPHOCYTE CROSS MATCH BY FLOW CYTOMETER,HLA,
_hla29,_hla29,HIV PANEL,HLA,
_hla3,_hla3,ANTI ds - DNA BY IMMUNOBLOT,HLA,
_hla30,_hla30,CD4-CD8 LYMPHOCYTE PROFILE,HLA,
_hla31,_hla31,Total IgE,HLA,
_hla32,_hla32,ANTI C4D ANTI BODY,HLA,
_hla4,_hla4,ANTI LKM - 1 ANTIBODIES BY ELISA,HLA,
_hla5,_hla5,ANTI M2  BY IMMUNO BLOT  ANTI MITOCHONDRIAL ANTIBODIES,HLA,
_hla6,_hla6,AMA - ANTI MITOCHONDRIAL ANTIBODIES ( QUALITATIVE / WITHOUT TITERS ) BY IFA,HLA,
_hla7,_hla7,AMA - ANTI MITOCHONDRIAL ANTIBODIES ( QUANTITATIVE / WITH TITERS ) BY IFA,HLA,
_hla824,_hla824,ANTI C.C.P ANTIBODY,HLA,
_hla9,_hla9,ANA - ANTI NUCLEAR ANTIBODIES ( QUALITATIVE / WITHOUT TITERS ) BY IFA,HLA,
_micr841,_micr841,RAF IgG,HLA,
_micr842,_micr842,RAF IgM,HLA,
_00 HLHL10434,_00 HLHL10434, HLA CLASS 1&2 ABDR  (ZENITH),immunology,
_00AntMu10406,_00AntMu10406,Anti Mullerian hormone (AMH),immunology,
_00C1E10487,_00C1E10487,C1 ESTERASE INHIBITOR,immunology,
_00C1Q10486,_00C1Q10486,C1Q COMPLEMENT LEVELS,immunology,
_00HLACR10334,_00HLACR10334,HLA CROSS MATCHING (DSA Luminex),immunology,
